"CITY","ID","NAME","AREA","COORD","QUALITY_INDEX","MEAN_NDVI","ISMT","ISMT_LEVEL"
"Antofagasta","210110304",NA,1080.9084278777,"353671, 7375568",55.25,0.167035512870412,0.749846839581289,"High"
"Antofagasta","210110356",NA,4317.98728749529,"355048.9, 7378046",58.5,0.280942896249342,0.730715618394633,"High"
"Antofagasta","210110369","LOS PINARES",22020.4257364218,"357901.7, 7389090",55.625,0.061297489362829,0.63286420050452,"High"
"Antofagasta","210110371","PASEO DEL MAR 2",25070.0159773687,"356870.5, 7382722",-1,0.060968140174689,0.738589961977594,"High"
"Antofagasta","210110372","PASEO DEL MAR 2",24512.5638763261,"356560.2, 7381814",-1,0.084835525532404,0.752909799719024,"High"
"Antofagasta","210110382","CROACIA",20329.0839559084,"355890.9, 7380799",63,0.197576865193498,0.717381646975836,"High"
"Antofagasta","210110385",NA,4342.01455262268,"354214.4, 7376983",42.5,0.210904648318223,0.808676294631028,"High"
"Antofagasta","210110390","DE LA REFORMA",1817.03676173743,"355120.6, 7378033",63.5833333333,0.097440423009768,0.730715618395769,"High"
"Antofagasta","210110394",NA,12501.61337427,"356539.9, 7397367",52.75,0.093471019512156,0.713270139045854,"High"
"Antofagasta","210110394",NA,12501.61337427,"356668.4, 7397392",64.7916666667,0.184671017642365,0.713270139045854,"High"
"Antofagasta","210110396","SAN MARCOS",15964.1781959282,"357472.7, 7396802",66.875,0.137864108538074,0.713270139046116,"High"
"Antofagasta","210110401",NA,2412.6972814257,"357931.3, 7394737",52.125,0.121218719747172,0.683507134469988,"High"
"Antofagasta","210110403","AVENIDA RICA AVENTURA",13448.4246389964,"357555.6, 7394680",64.75,0.095859306074537,0.631044268447013,"High"
"Antofagasta","210110403","AVENIDA RICA AVENTURA",13448.4246389964,"357564.8, 7394484",66.4166666667,0.145886408429868,0.631044268447013,"High"
"Antofagasta",NA,NA,2600.13634874046,"357272.7, 7394253",45.3333333333,0.137719981539753,0.631044268448925,"High"
"Antofagasta","210110405",NA,1202.69039943279,"357452, 7394194",61.625,0.155012819715649,0.631044268444967,"High"
"Antofagasta","210110407",NA,1058.30250930303,"357516.7, 7394211",60.96875,0.174859779245021,0.631044268448146,"High"
